"ID","Date","Description","Work Time (Formatted)","Work Time (Seconds)","Rest Time (Formatted)","Rest Time (Seconds)","Work Distance","Rest Distance","Stroke Rate/Cadence","Stroke Count","Pace","Avg Watts","Cal/Hour","Total Cal","Avg Heart Rate","Drag Factor","Age","Weight","Type","Ranked","Comments"
"37253418","2019-02-23 10:05:00","5:00 row","""5:00.0""","300","","","1211","","22","110","2:03.8","184","933","75","","151","41","Hwt","Indoor Rower","No",""
"37253420","2019-01-13 10:29:00","8x0:20/1:00r row","""2:40.0""","160","8:00.0","480","856","324","35","100","1:33.4","429","1775","75","","181","41","Hwt","Indoor Rower","No",""
"37253421","2019-01-09 12:41:00","10:00 row","""10:00.0""","600","","","2310","","22","216","2:09.8","160","849","139","","153","41","Hwt","Indoor Rower","No",""
"36361462","2019-01-08 13:23:00","500m row","""1:47.5""","107.5","","","500","","27","49","1:47.5","282","1269","35","","158","41","Hwt","Indoor Rower","No",""
"36313354","2019-01-06 10:14:00","10:00 row","""10:00.0""","600","","","2337","","22","224","2:08.3","165","869","142","","146","41","Hwt","Indoor Rower","No",""
"36297156","2019-01-05 12:53:00","10:00 row","""10:00.0""","600","","","2374","","22","218","2:06.3","173","896","147","","158","41","Hwt","Indoor Rower","No",""
"36231205","2018-12-30 10:29:00","7x0:20/1:00r row","""2:20.0""","140","7:00.0","420","784","328","38","114","1:29.2","492","1992","74","","173","41","Hwt","Indoor Rower","No",""
"36147871","2018-12-27 13:57:00","8:39 row","""8:39.4""","519.4","","","2012","","21","180","2:09.0","163","860","123","","","41","Hwt","Indoor Rower","No",""
"36147872","2018-12-23 11:11:00","10:00 row","""10:00.0""","600","","","2427","","22","222","2:03.6","185","937","154","","159","41","Hwt","Indoor Rower","No",""
"36147873","2018-12-10 12:12:00","10:00 row","""10:00.0""","600","","","2385","","21","213","2:05.7","176","905","147","","157","41","Hwt","Indoor Rower","No",""
"36147874","2018-11-21 12:23:00","8x0:30/0:30r row","""4:00.0""","240","4:00.0","240","1212","200","34","146","1:39.0","361","1541","100","","154","41","Hwt","Indoor Rower","No",""
"36147875","2018-11-18 10:23:00","6x0:30/0:30r row","""3:00.0""","180","3:00.0","180","922","141","31","99","1:37.6","376","1595","76","","155","41","Hwt","Indoor Rower","No",""
"36147877","2018-11-16 13:45:00","2000m row","""8:30.6""","510.6","","","2000","","21","178","2:07.6","168","879","122","","161","41","Hwt","Indoor Rower","No",""
"35398458","2018-11-12 13:24:00","2000m row","""8:18.4""","498.4","","","2000","","21","175","2:04.6","181","922","127","","161","41","Hwt","Indoor Rower","No",""
"35329582","2018-11-06 13:48:00","2000m row","""8:23.9""","503.9","","","2000","","21","176","2:05.9","175","902","123","","144","41","Hwt","Indoor Rower","No",""
"35329583","2018-10-20 11:02:00","500m row","""1:46.6""","106.6","","","500","","26","46","1:46.6","289","1294","35","","133","41","Hwt","Indoor Rower","No",""
"35329584","2018-10-06 11:15:00","6x0:30/0:30r row","""3:00.0""","180","3:00.0","180","899","159","31","85","1:40.1","349","1500","72","","118","41","Hwt","Indoor Rower","No",""
"35329585","2018-10-06 11:05:00","5:00 row","""5:00.0""","300","","","1160","","23","114","2:09.3","162","857","70","","118","41","Hwt","Indoor Rower","No",""
"34911625","2018-09-30 10:24:00","v2:00/1:00r...4 row","""5:00.0""","300","4:00.0","240","1389","71","29","141","1:47.9","278","1256","102","","132","40","Hwt","Indoor Rower","No",""
"34911626","2018-09-30 10:11:00","5:00 row","""5:00.0""","300","","","1199","","23","113","2:05.1","179","915","75","","131","40","Hwt","Indoor Rower","No",""
"34911627","2018-09-15 10:26:00","10x0:30/0:30r row","""5:00.0""","300","5:00.0","300","1443","242","31","168","1:43.9","312","1372","109","","123","40","Hwt","Indoor Rower","No",""
"34911628","2018-09-15 10:11:00","5:00 row","""5:00.0""","300","","","1208","","23","113","2:04.1","183","929","75","","122","40","Hwt","Indoor Rower","No",""
"34911629","2018-08-21 13:01:00","4:31 row","""4:31.0""","271","","","1041","","22","99","2:10.1","159","846","62","","122","40","Hwt","Indoor Rower","No",""
"34448426","2018-08-21 12:51:00","15:42 BikeErg","""15:42.1""","942.1","","","7434","","78","1231","2:06.7","172","891","231","","69","40","","BikeErg","No",""
"34425253","2018-08-19 10:19:00","8x0:30/0:30r row","""4:00.0""","240","4:00.0","240","1177","242","31","140","1:41.9","330","1436","92","","126","40","Hwt","Indoor Rower","No",""
"34425254","2018-08-19 10:09:00","5:00 row","""5:00.0""","300","","","1162","","22","112","2:09.0","163","859","70","","125","40","Hwt","Indoor Rower","No",""
"34286412","2018-08-05 10:29:00","6x1:00/1:00r row","""6:00.0""","360","6:00.0","360","1748","209","30","165","1:42.9","321","1403","137","","125","40","Hwt","Indoor Rower","No",""
"34286413","2018-08-05 10:10:00","5:00 row","""5:00.0""","300","","","1155","","22","108","2:09.8","160","849","69","","125","40","Hwt","Indoor Rower","No",""
"34286414","2018-07-27 12:12:00","5:00 row","""5:00.0""","300","","","1167","","22","109","2:08.5","165","867","70","","123","40","Hwt","Indoor Rower","No",""
"34286415","2018-07-22 11:06:00","5:00 row","""5:00.0""","300","","","1160","","23","113","2:09.3","162","857","70","","118","40","Hwt","Indoor Rower","No",""
"34286416","2018-07-20 12:24:00","v2:00/1:00r...4 row","""5:00.0""","300","4:00.0","240","1382","110","28","143","1:48.5","274","1242","102","","119","40","Hwt","Indoor Rower","No",""
"34286417","2018-07-20 12:12:00","5:00 row","""5:00.0""","300","","","1199","","22","108","2:05.1","179","915","75","","120","40","Hwt","Indoor Rower","No",""
"34286418","2018-07-13 12:04:00","5:00 row","""5:00.0""","300","","","1185","","21","104","2:06.5","173","893","71","","129","40","Hwt","Indoor Rower","No",""
"34286419","2018-07-08 10:16:00","4:00 row","""4:00.0""","240","","","1032","","26","103","1:56.2","223","1066","69","","118","40","Hwt","Indoor Rower","No",""
"34286420","2018-07-08 10:08:00","5:00 row","""5:00.0""","300","","","1159","","22","111","2:09.4","161","855","70","","118","40","Hwt","Indoor Rower","No",""
"33994969","2018-07-01 10:08:00","5:00 row","""5:00.0""","300","","","1207","","23","113","2:04.2","182","927","75","","123","40","Hwt","Indoor Rower","No",""
"33932859","2018-06-24 10:57:00","480m row","""1:46.2""","106.2","","","480","","26","46","1:50.6","259","1189","33","","141","40","Hwt","Indoor Rower","No",""
"33932845","2018-06-24 10:41:00","1:19 row","""1:19.3""","79.3","","","238","","24","32","2:46.5","76","560","12","","111","40","Hwt","Indoor Rower","No",""
"33932846","2018-06-24 10:15:00","1000m row","""3:39.5""","219.5","","","1000","","28","101","1:49.7","265","1211","71","","133","40","Hwt","Indoor Rower","No",""
"33932847","2018-06-24 10:09:00","5:00 row","""5:00.0""","300","","","1201","","22","109","2:04.8","180","918","74","","132","40","Hwt","Indoor Rower","No",""
"33932848","2018-06-17 10:10:00","7:00 row","""7:00.0""","420","","","1649","","23","158","2:07.3","169","883","101","","126","40","Hwt","Indoor Rower","No",""
"33705356","2018-05-29 00:00:00","5,000m row","""21:06.0""","1266","","","5000","","","","2:06.6","172","893","314","","","40","Hwt","Indoor Rower","No",""
"33703996","2018-05-13 10:28:00","8x0:30/1:00r row","""4:00.0""","240","8:00.0","480","1238","400","31","163","1:36.9","384","1622","104","","167","40","Hwt","Indoor Rower","No",""
"33511230","2018-05-08 12:55:00","v500m/1:00r...5 row","""5:24.1""","324.1","5:00.0","300","1500","130","27","151","1:48.0","278","1255","111","","133","40","Hwt","Indoor Rower","No",""
"33511231","2018-05-08 12:41:00","7:00 row","""7:00.0""","420","","","1655","","22","156","2:06.8","171","889","102","","131","40","Hwt","Indoor Rower","No",""
"33491795","2018-05-06 10:20:00","v500m/1:00r...5 row","""5:14.1""","314.1","5:00.0","300","1500","122","31","162","1:44.7","305","1349","116","","156","40","Hwt","Indoor Rower","No",""
"33491797","2018-05-06 10:06:00","5:00 row","""5:00.0""","300","","","1204","","23","113","2:04.5","181","922","74","","130","40","Hwt","Indoor Rower","No",""
