"ID","Date","Description","Work Time (Formatted)","Work Time (Seconds)","Rest Time (Formatted)","Rest Time (Seconds)","Work Distance","Rest Distance","Stroke Rate/Cadence","Stroke Count","Pace","Avg Watts","Cal/Hour","Total Cal","Avg Heart Rate","Drag Factor","Age","Weight","Type","Ranked","Comments"
"43840254","2020-04-23 17:56:00","1:24 row","""1:24.5""","84.5","","","309","","23","32","2:16.7","137","771","18","","132","42","Hwt","Indoor Rower","No",""
"43802352","2020-04-22 18:00:00","5000m row","""20:11.1""","1211.1","","","5000","","23","464","2:01.1","197","978","327","","134","42","Hwt","Indoor Rower","Yes",""
"43790630","2020-04-22 13:01:00","10000m row","""42:16.6""","2536.6","","","10000","","22","913","2:06.8","172","890","625","","126","42","Hwt","Indoor Rower","No",""
"43756526","2020-04-21 13:21:00","30:00 row","""30:00.0""","1800","","","7172","","21","638","2:05.4","177","909","453","","128","42","Hwt","Indoor Rower","No",""
"43699551","2020-04-19 12:57:00","5000m row","""21:07.7""","1267.7","","","5000","","22","467","2:06.7","172","891","311","","128","42","Hwt","Indoor Rower","No",""
"43699552","2020-04-19 12:36:00","0:47 row","""0:47.5""","47.5","","","145","","20","13","2:43.7","80","574","8","","126","42","Hwt","Indoor Rower","No",""
"43698150","2020-04-19 11:38:00","10000m row","""42:06.7""","2526.7","","","10000","","21","889","2:06.3","174","897","627","","133","42","Hwt","Indoor Rower","No",""
"43669545","2020-04-18 11:15:00","1:00:00 row","""1:00:00.0""","3600","","","13822","","20","1223","2:10.2","158","845","843","","135","42","Hwt","Indoor Rower","No",""
"43644858","2020-04-17 13:17:00","5000m row","""21:04.8""","1264.8","","","5000","","20","419","2:06.4","173","895","313","","134","42","Hwt","Indoor Rower","No",""
"43626677","2020-04-16 18:36:00","5000m row","""20:44.4""","1244.4","","","5000","","23","468","2:04.4","182","925","317","","133","42","Hwt","Indoor Rower","No",""
"43617501","2020-04-16 12:53:00","6727m row","""28:56.1""","1736.1","","","6727","","21","609","2:09.0","163","860","413","","128","42","Hwt","Indoor Rower","No",""
"43580211","2020-04-15 13:19:00","10000m row","""43:54.8""","2634.8","","","10000","","20","870","2:11.7","153","826","602","","128","42","Hwt","Indoor Rower","No",""
"43506354","2020-04-13 10:54:00","2000m row","""7:30.0""","450","","","2000","","28","208","1:52.5","246","1146","142","","133","42","Hwt","Indoor Rower","No",""
"43506355","2020-04-13 10:46:00","1:25 row","""1:25.9""","85.9","","","318","","20","29","2:15.0","142","788","19","","133","42","Hwt","Indoor Rower","No",""
"43477525","2020-04-12 13:11:00","1:00:02 row","""1:00:02.5""","3602.5","","","13430","","20","1178","2:14.1","145","799","794","","","42","Hwt","Indoor Rower","No",""
"43416565","2020-04-10 14:04:00","5000m row","""21:05.4""","1265.4","","","5000","","22","466","2:06.5","173","894","312","","139","42","Hwt","Indoor Rower","No",""
"43414000","2020-04-10 12:26:00","5000m row","""21:28.4""","1288.4","","","5000","","22","467","2:08.8","164","863","307","","137","42","Hwt","Indoor Rower","No",""
"43412914","2020-04-10 11:33:00","4000m row","""16:56.6""","1016.6","","","4000","","22","381","2:07.0","171","887","248","","137","42","Hwt","Indoor Rower","No",""
"43396038","2020-04-09 18:14:00","5000m row","""21:03.5""","1263.5","","","5000","","23","485","2:06.3","174","897","313","","138","42","Hwt","Indoor Rower","No",""
"43383428","2020-04-09 12:44:00","5000m row","""21:17.3""","1277.3","","","5000","","22","463","2:07.7","168","878","309","","136","42","Hwt","Indoor Rower","No",""
"43353946","2020-04-08 13:14:00","5000m row","""21:08.6""","1268.6","","","5000","","23","482","2:06.8","171","890","312","","137","42","Hwt","Indoor Rower","No",""
"43333502","2020-04-07 18:54:00","10000m row","""42:41.3""","2561.3","","","10000","","23","990","2:08.0","167","873","620","","139","42","Hwt","Indoor Rower","No",""
"43323462","2020-04-07 13:30:00","2500m row","""9:56.3""","596.3","","","2500","","26","259","1:59.2","206","1010","166","","139","42","Hwt","Indoor Rower","No",""
"43323463","2020-04-07 13:19:00","4:25 row","""4:25.9""","265.9","","","1012","","20","100","2:11.3","154","831","60","","136","42","Hwt","Indoor Rower","No",""
"43301109","2020-04-06 18:10:00","5000m row","""20:25.4""","1225.4","","","5000","","23","474","2:02.5","190","954","323","","135","42","Hwt","Indoor Rower","No",""
"43292439","2020-04-06 13:29:00","5000m row","""21:05.6""","1265.6","","","5000","","23","490","2:06.5","173","894","312","","134","42","Hwt","Indoor Rower","No",""
"43232537","2020-04-04 13:56:00","5000m row","""21:44.9""","1304.9","","","5000","","24","515","2:10.4","158","842","303","","136","42","Hwt","Indoor Rower","No",""
"43230802","2020-04-04 13:00:00","5000m row","""21:42.6""","1302.6","","","5000","","23","509","2:10.2","158","844","303","","136","42","Hwt","Indoor Rower","No",""
"43229786","2020-04-04 12:04:00","5000m row","""21:39.2""","1299.2","","","5000","","23","493","2:09.9","160","849","304","","137","42","Hwt","Indoor Rower","No",""
"43229789","2020-04-04 11:17:00","5000m row","""21:49.9""","1309.9","","","5000","","23","498","2:10.9","156","835","301","","137","42","Hwt","Indoor Rower","No",""
"43209802","2020-04-03 18:00:00","5000m row","""20:59.0""","1259","","","5000","","24","509","2:05.9","175","903","314","","138","42","Hwt","Indoor Rower","No",""
"43200345","2020-04-03 13:41:00","5000m row","""21:24.3""","1284.3","","","5000","","23","486","2:08.4","165","868","307","","137","42","Hwt","Indoor Rower","No",""
"43168694","2020-04-02 12:51:00","5000m row","""21:23.0""","1283","","","5000","","23","485","2:08.3","166","870","307","","136","42","Hwt","Indoor Rower","No",""
"43141654","2020-04-01 17:40:00","5000m row","""20:55.1""","1255.1","","","5000","","23","489","2:05.5","177","909","315","","139","42","Hwt","Indoor Rower","No",""
"43141659","2020-04-01 11:46:00","5000m row","""21:19.8""","1279.8","","","5000","","24","504","2:07.9","167","874","308","","139","42","Hwt","Indoor Rower","No",""
"43099868","2020-03-31 12:40:00","10000m row","""42:49.9""","2569.9","","","10000","","23","981","2:08.4","165","867","617","","143","42","Hwt","Indoor Rower","No",""
"43070006","2020-03-30 13:12:00","5000m row","""20:28.2""","1228.2","","","5000","","24","499","2:02.8","189","950","321","","141","42","Hwt","Indoor Rower","No",""
"43070008","2020-03-29 11:32:00","5000m row","""21:19.7""","1279.7","","","5000","","24","514","2:07.9","167","874","313","","146","42","Hwt","Indoor Rower","No",""
"43015653","2020-03-28 13:09:00","5000m row","""21:25.7""","1285.7","","","5000","","22","467","2:08.5","165","866","308","","142","42","Hwt","Indoor Rower","No",""
"43015654","2020-03-28 11:25:00","5000m row","""21:52.2""","1312.2","","","5000","","21","460","2:11.2","155","833","308","","140","42","Hwt","Indoor Rower","No",""
"42991190","2020-03-27 13:13:00","5000m row","""21:23.4""","1283.4","","","5000","","22","466","2:08.3","166","869","308","","138","42","Hwt","Indoor Rower","No",""
"42963886","2020-03-26 13:24:00","44:39 row","""44:39.0""","2679","","","10013","","22","987","2:13.7","146","803","594","","141","42","Hwt","Indoor Rower","No",""
"42936175","2020-03-25 13:37:00","5000m row","""21:38.2""","1298.2","","","5000","","23","487","2:09.8","160","850","306","","140","42","Hwt","Indoor Rower","No",""
"42936176","2020-03-25 13:06:00","5000m row","""21:53.8""","1313.8","","","5000","","22","487","2:11.3","154","831","301","","140","42","Hwt","Indoor Rower","No",""
"42910003","2020-03-24 13:23:00","5000m row","""22:00.2""","1320.2","","","5000","","22","492","2:12.0","152","823","300","","137","42","Hwt","Indoor Rower","No",""
"42909534","2020-03-24 12:52:00","5000m row","""22:10.3""","1330.3","","","5000","","22","491","2:13.0","149","811","298","","137","42","Hwt","Indoor Rower","No",""
"42884264","2020-03-23 12:40:00","5000m row","""20:44.3""","1244.3","","","5000","","24","501","2:04.4","182","925","318","","143","42","Hwt","Indoor Rower","No",""
"42851570","2020-03-08 12:09:00","5000m row","""21:48.1""","1308.1","","","5000","","24","517","2:10.8","156","838","302","","116","42","Hwt","Indoor Rower","No",""
"42851571","2020-03-01 12:05:00","5000m row","""22:07.2""","1327.2","","","5000","","23","503","2:12.7","150","815","298","","123","42","Hwt","Indoor Rower","No",""
"42851573","2020-02-23 12:21:00","10:00 row","""10:00.0""","600","","","2355","","23","235","2:07.3","169","882","145","","123","42","Hwt","Indoor Rower","No",""
"42851575","2020-01-18 12:49:00","10:03 BikeErg","""10:03.1""","603.1","","","4595","","75","744","2:11.2","155","832","138","","79","42","","BikeErg","No",""
"42851576","2020-01-14 13:24:00","5:00 row","""5:00.0""","300","","","1184","","25","124","2:06.6","172","892","72","","134","42","Hwt","Indoor Rower","No",""
"42851579","2020-01-04 12:32:00","5000m row","""21:56.4""","1316.4","","","5000","","22","493","2:11.6","153","828","301","","144","42","Hwt","Indoor Rower","No",""
"42851580","2020-01-04 12:10:00","0:27 row","""0:27.3""","27.3","","","81","","18","7","2:48.5","73","551","4","","144","42","Hwt","Indoor Rower","No",""
"42851581","2019-12-31 10:11:00","5000m BikeErg","""9:52.6""","592.6","","","5000","","80","791","1:58.5","210","1023","161","","86","42","","BikeErg","No",""
"42851582","2019-12-26 10:43:00","10:14 BikeErg","""10:14.6""","614.6","","","5014","","73","739","2:02.5","190","954","161","","106","42","","BikeErg","No",""
"42884268","2019-12-24 13:00:00","10:00 row","""10:00.0""","600","","","2340","","24","232","2:08.2","166","871","144","","137","42","Hwt","Indoor Rower","No",""
"42884270","2019-12-22 12:26:00","10:00 row","""10:00.0""","600","","","2344","","22","217","2:07.9","167","874","144","","132","42","Hwt","Indoor Rower","No",""
"42884273","2019-12-01 12:13:00","5000m BikeErg","""10:14.1""","614.1","","","5000","","68","696","2:02.8","189","950","157","","126","42","","BikeErg","No",""
"42884279","2019-11-25 12:53:00","5000m BikeErg","""9:57.8""","597.8","","","5000","","82","816","1:59.5","205","1004","161","","78","42","","BikeErg","No",""
"42884280","2019-11-23 11:00:00","10:00 row","""10:00.0""","600","","","2385","","24","235","2:05.7","176","905","148","","137","42","Hwt","Indoor Rower","No",""
"40142705","2019-10-27 11:30:00","5000m BikeErg","""9:50.6""","590.6","","","5000","","80","789","1:58.1","212","1030","162","","86","42","","BikeErg","No",""
"40131833","2019-10-26 12:26:00","2000m row","""8:08.0""","488","","","2000","","26","208","2:02.0","193","963","128","","130","42","Hwt","Indoor Rower","No",""
"40131835","2019-10-26 12:17:00","0:43 row","""0:43.8""","43.8","","","167","","22","16","2:11.1","155","834","10","","130","42","Hwt","Indoor Rower","No",""
"40071407","2019-10-21 13:15:00","10000m BikeErg","""21:24.9""","1284.9","","","10000","","75","1614","2:08.4","165","867","307","","81","42","","BikeErg","No",""
"40071411","2019-10-15 13:18:00","5:00 BikeErg","""5:00.0""","300","","","2502","","77","384","1:59.9","203","998","82","","94","42","","BikeErg","No",""
"40071412","2019-10-12 12:06:00","5:00 row","""5:00.0""","300","","","1163","","23","113","2:08.9","163","861","70","","143","42","Hwt","Indoor Rower","No",""
"39886800","2019-10-06 11:56:00","5000m BikeErg","""10:44.8""","644.8","","","5000","","67","719","2:08.9","163","861","150","","114","42","","BikeErg","No",""
"39886801","2019-10-05 12:34:00","5000m row","""21:12.2""","1272.2","","","5000","","23","477","2:07.2","170","885","312","","146","42","Hwt","Indoor Rower","No",""
"39808594","2019-10-01 13:07:00","2987m BikeErg","""6:23.6""","383.6","","","2987","","70","446","2:08.4","165","868","90","","100","41","","BikeErg","No",""
"39808441","2019-10-01 12:56:00","5000m row","""21:17.8""","1277.8","","","5000","","22","474","2:07.7","168","877","309","","140","41","Hwt","Indoor Rower","No",""
"39808444","2019-09-30 13:05:00","10:00 row","""10:00.0""","600","","","2425","","22","224","2:03.7","185","936","152","","146","41","Hwt","Indoor Rower","No",""
"39783726","2019-09-29 11:58:00","10:00 row","""10:00.0""","600","","","2337","","22","219","2:08.3","165","869","143","","137","41","Hwt","Indoor Rower","No",""
"39783728","2019-09-29 11:25:00","5000m BikeErg","""10:11.6""","611.6","","","5000","","71","721","2:02.3","191","958","158","","113","41","","BikeErg","No",""
"39714767","2019-09-24 13:16:00","10000m BikeErg","""21:42.1""","1302.1","","","10000","","77","1679","2:10.2","159","845","304","","72","41","","BikeErg","No",""
"39699729","2019-09-23 13:50:00","5000m BikeErg","""10:37.5""","637.5","","","5000","","77","819","2:07.5","169","881","153","","77","41","","BikeErg","No",""
"39628620","2019-09-18 13:38:00","5:00 row","""5:00.0""","300","","","1218","","24","120","2:03.1","187","944","76","","139","41","Hwt","Indoor Rower","No",""
"39614915","2019-09-17 13:37:00","5000m BikeErg","""10:29.9""","629.9","","","5000","","75","782","2:05.9","175","902","154","","89","41","","BikeErg","No",""
"39614916","2019-09-14 11:44:00","10:00 row","""10:00.0""","600","","","2217","","22","214","2:15.3","141","786","129","","132","41","Hwt","Indoor Rower","No",""
"39528589","2019-09-10 13:19:00","10:00 row","""10:00.0""","600","","","2275","","22","217","2:11.8","153","825","136","","137","41","Hwt","Indoor Rower","No",""
"39528590","2019-09-09 12:51:00","500m row","""2:34.9""","154.9","","","500","","28","71","2:34.9","94","624","25","","117","41","Hwt","Indoor Rower","No",""
"39528591","2019-09-09 12:41:00","5:00 row","""5:00.0""","300","","","1252","","25","127","1:59.8","204","1000","81","","144","41","Hwt","Indoor Rower","No",""
"39528594","2019-09-03 13:28:00","5000m BikeErg","""11:28.8""","688.8","","","5000","","76","870","2:17.7","134","760","142","","64","41","","BikeErg","No",""
"39528595","2019-09-02 13:16:00","5:00 row","""5:00.0""","300","","","1175","","21","104","2:07.6","168","878","70","","134","41","Hwt","Indoor Rower","No",""
"39528596","2019-09-01 11:41:00","10:00 row","""10:00.0""","600","","","2351","","23","225","2:07.6","168","879","145","","132","41","Hwt","Indoor Rower","No",""
"39528597","2019-08-20 13:30:00","5000m BikeErg","""11:10.4""","670.4","","","5000","","78","875","2:14.0","145","799","143","","63","41","","BikeErg","No",""
"39528599","2019-08-20 13:12:00","6:36 row","""6:36.6""","396.6","","","1514","","20","133","2:10.9","156","836","91","","148","41","Hwt","Indoor Rower","No",""
"39528601","2019-07-29 13:26:00","5000m BikeErg","""10:49.4""","649.4","","","5000","","65","811","2:09.8","160","849","151","","80","41","","BikeErg","No",""
"38997934","2019-07-26 13:29:00","5000m BikeErg","""10:55.3""","655.3","","","5000","","79","854","2:11.0","155","835","147","","68","41","","BikeErg","No",""
"38989265","2019-07-25 13:47:00","5000m BikeErg","""11:28.3""","688.3","","","5000","","80","920","2:17.6","134","761","143","","54","41","","BikeErg","No",""
"38989266","2019-07-24 14:10:00","5000m BikeErg","""11:18.7""","678.7","","","5000","","80","902","2:15.7","140","781","142","","58","41","","BikeErg","No",""
"38969208","2019-07-23 14:43:00","5000m BikeErg","""11:37.0""","697","","","5000","","72","835","2:19.4","129","744","141","","72","41","","BikeErg","No",""
"38827047","2019-07-09 13:25:00","5000m BikeErg","""10:59.5""","659.5","","","5000","","80","874","2:11.9","153","824","145","","64","41","","BikeErg","No",""
"38827048","2019-07-09 13:14:00","0:18 BikeErg","""0:18.5""","18.5","","","20","","18","2","15:25.0","","301","2","","104","41","","BikeErg","No",""
"38827050","2019-07-08 13:43:00","5000m BikeErg","""10:54.9""","654.9","","","5000","","80","870","2:10.9","156","836","148","","77","41","","BikeErg","No",""
"38827051","2019-07-07 12:16:00","5000m BikeErg","""11:48.6""","708.6","","","5000","","81","954","2:21.7","123","723","137","","49","41","","BikeErg","No",""
"38827052","2019-06-11 13:19:00","10:00 row","""10:00.0""","600","","","2331","","21","213","2:08.7","164","865","141","","124","41","Hwt","Indoor Rower","No",""
"38304893","2019-05-20 13:20:00","2000m row","""8:18.7""","498.7","","","2000","","23","191","2:04.6","181","921","126","","122","41","Hwt","Indoor Rower","No",""
